parenttype	parentname	name	value	index	id
block	AudioCheckEng	totalmaxlatency	2820	-1	206
block	AudioCheckEng	totalmeanlatency	2820	-1	207
block	AudioCheckEng	totalmedianlatency	2820	-1	208
block	AudioCheckEng	totalminlatency	2820	-1	209
block	AudioCheckEng	totalnumcorrect	1	-1	211
block	AudioCheckEng	totalnuminwindow	0	-1	212
block	AudioCheckEng	totalpercentcorrect	100	-1	213
block	AudioCheckEng	totalpercentinwindow	0	-1	214
block	AudioCheckEng	totalsdlatency	0	-1	215
block	AudioCheckEng	totalsumlatency	2820	-1	216
block	AudioCheckEng	totaltrialcount	1	-1	217
block	AudioCheckEng	totalvarlatency	0	-1	218
block	AudioCheckEng	trialcount	1	-1	220
block	AudioCheckEng	trialscount	3	-1	222
block	AudioCheckEng	typename	block	-1	223
block	AudioCheckEng	unselectedcount	0	-1	224
block	AudioCheckEng	varlatency	0	-1	226
block	AudioCheckEng	windowcenter	0	-1	232
block	AudioCheckEng	windowdecthreshold	0	-1	233
block	AudioCheckEng	windowdecunit	33	-1	234
block	AudioCheckEng	windowhitduration	0	-1	235
block	AudioCheckEng	windowincthreshold	0	-1	236
block	AudioCheckEng	windowincunit	33	-1	237
block	AudioCheckEng	windowmaxcenter	0	-1	238
block	AudioCheckEng	windowmincenter	0	-1	239
block	AudioCheckEng	windowonset	0	-1	241
block	AudioCheckEng	windowwidth	0	-1	242
block	AudioCheckFr	correct	0	-1	20
block	AudioCheckFr	correctcount	0	-1	21
block	AudioCheckFr	correctstreak	0	-1	22
block	AudioCheckFr	count	0	-1	23
block	AudioCheckFr	currentblocknumber	0	-1	27
block	AudioCheckFr	currenttrialnumber	0	-1	37
block	AudioCheckFr	elapsedtime	123673451	-1	41
block	AudioCheckFr	error	0	-1	50
block	AudioCheckFr	errorcount	0	-1	51
block	AudioCheckFr	errorstreak	0	-1	52
block	AudioCheckFr	inwindow	0	-1	70
block	AudioCheckFr	inwindowcount	0	-1	71
block	AudioCheckFr	inwindowstreak	0	-1	72
block	AudioCheckFr	latency	0	-1	92
block	AudioCheckFr	maxlatency	0	-1	99
block	AudioCheckFr	meanlatency	0	-1	104
block	AudioCheckFr	medianlatency	0	-1	107
block	AudioCheckFr	minlatency	0	-1	110
block	AudioCheckFr	name	AudioCheckFr	-1	116
block	AudioCheckFr	next		-1	119
block	AudioCheckFr	notinwindow	1	-1	123
block	AudioCheckFr	notinwindowcount	0	-1	124
block	AudioCheckFr	notinwindowstreak	0	-1	125
block	AudioCheckFr	numcorrect	0	-1	126
block	AudioCheckFr	numinwindow	0	-1	127
block	AudioCheckFr	percentcorrect	0	-1	137
block	AudioCheckFr	percentinwindow	0	-1	138
block	AudioCheckFr	recorddata	1	-1	147
block	AudioCheckFr	response		-1	154
block	AudioCheckFr	responsex	-1	-1	156
block	AudioCheckFr	responsey	-1	-1	157
block	AudioCheckFr	screencapture	0	-1	160
block	AudioCheckFr	screencolor	4278190080	-1	161
block	AudioCheckFr	screencolorblue	0	-1	162
block	AudioCheckFr	screencolorgreen	0	-1	163
block	AudioCheckFr	screencolorred	0	-1	164
block	AudioCheckFr	sdlatency	0	-1	165
block	AudioCheckFr	selectedcount	0	-1	168
block	AudioCheckFr	showmousecursor	0	-1	174
block	AudioCheckFr	sumlatency	0	-1	188
block	AudioCheckFr	timeout	0	-1	199
block	AudioCheckFr	totalcorrectcount	0	-1	202
block	AudioCheckFr	totalcount	0	-1	203
block	AudioCheckFr	totalerrorcount	0	-1	204
block	AudioCheckFr	totalinwindowcount	0	-1	205
block	AudioCheckFr	totalmaxlatency	0	-1	206
block	AudioCheckFr	totalmeanlatency	0	-1	207
block	AudioCheckFr	totalmedianlatency	0	-1	208
block	AudioCheckFr	totalminlatency	0	-1	209
block	AudioCheckFr	totalnumcorrect	0	-1	211
block	AudioCheckFr	totalnuminwindow	0	-1	212
block	AudioCheckFr	totalpercentcorrect	0	-1	213
block	AudioCheckFr	totalpercentinwindow	0	-1	214
block	AudioCheckFr	totalsdlatency	0	-1	215
block	AudioCheckFr	totalsumlatency	0	-1	216
block	AudioCheckFr	totaltrialcount	0	-1	217
block	AudioCheckFr	totalvarlatency	0	-1	218
block	AudioCheckFr	trialcount	0	-1	220
block	AudioCheckFr	trialscount	3	-1	222
block	AudioCheckFr	typename	block	-1	223
block	AudioCheckFr	unselectedcount	0	-1	224
block	AudioCheckFr	varlatency	0	-1	226
block	AudioCheckFr	windowcenter	0	-1	232
block	AudioCheckFr	windowdecthreshold	0	-1	233
block	AudioCheckFr	windowdecunit	33	-1	234
block	AudioCheckFr	windowhitduration	0	-1	235
block	AudioCheckFr	windowincthreshold	0	-1	236
block	AudioCheckFr	windowincunit	33	-1	237
block	AudioCheckFr	windowmaxcenter	0	-1	238
block	AudioCheckFr	windowmincenter	0	-1	239
block	AudioCheckFr	windowonset	0	-1	241
block	AudioCheckFr	windowwidth	0	-1	242
block	ClosingGate	correct	0	-1	20
block	ClosingGate	correctcount	0	-1	21
block	ClosingGate	correctstreak	0	-1	22
block	ClosingGate	count	0	-1	23
block	ClosingGate	currentblocknumber	0	-1	27
block	ClosingGate	currenttrialnumber	0	-1	37
block	ClosingGate	elapsedtime	123673452	-1	41
block	ClosingGate	error	0	-1	50
block	ClosingGate	errorcount	0	-1	51
block	ClosingGate	errorstreak	0	-1	52
block	ClosingGate	inwindow	0	-1	70
block	ClosingGate	inwindowcount	0	-1	71
block	ClosingGate	inwindowstreak	0	-1	72
block	ClosingGate	latency	0	-1	92
block	ClosingGate	maxlatency	0	-1	99
block	ClosingGate	meanlatency	0	-1	104
block	ClosingGate	medianlatency	0	-1	107
block	ClosingGate	minlatency	0	-1	110
block	ClosingGate	name	ClosingGate	-1	116
block	ClosingGate	next	block.EngClosing	-1	119
block	ClosingGate	notinwindow	1	-1	123
block	ClosingGate	notinwindowcount	0	-1	124
block	ClosingGate	notinwindowstreak	0	-1	125
block	ClosingGate	numcorrect	0	-1	126
block	ClosingGate	numinwindow	0	-1	127
block	ClosingGate	percentcorrect	0	-1	137
block	ClosingGate	percentinwindow	0	-1	138
block	ClosingGate	recorddata	1	-1	147
block	ClosingGate	response		-1	154
block	ClosingGate	responsex	-1	-1	156
block	ClosingGate	responsey	-1	-1	157
block	ClosingGate	screencapture	0	-1	160
block	ClosingGate	screencolor	4278190080	-1	161
block	ClosingGate	screencolorblue	0	-1	162
block	ClosingGate	screencolorgreen	0	-1	163
block	ClosingGate	screencolorred	0	-1	164
block	ClosingGate	sdlatency	0	-1	165
block	ClosingGate	selectedcount	0	-1	168
block	ClosingGate	showmousecursor	0	-1	174
block	ClosingGate	sumlatency	0	-1	188
block	ClosingGate	timeout	0	-1	199
block	ClosingGate	totalcorrectcount	0	-1	202
block	ClosingGate	totalcount	0	-1	203
block	ClosingGate	totalerrorcount	0	-1	204
block	ClosingGate	totalinwindowcount	0	-1	205
block	ClosingGate	totalmaxlatency	0	-1	206
block	ClosingGate	totalmeanlatency	0	-1	207
block	ClosingGate	totalmedianlatency	0	-1	208
block	ClosingGate	totalminlatency	0	-1	209
block	ClosingGate	totalnumcorrect	0	-1	211
block	ClosingGate	totalnuminwindow	0	-1	212
block	ClosingGate	totalpercentcorrect	0	-1	213
block	ClosingGate	totalpercentinwindow	0	-1	214
block	ClosingGate	totalsdlatency	0	-1	215
block	ClosingGate	totalsumlatency	0	-1	216
block	ClosingGate	totaltrialcount	0	-1	217
block	ClosingGate	totalvarlatency	0	-1	218
block	ClosingGate	trialcount	0	-1	220
block	ClosingGate	trialscount	0	-1	222
block	ClosingGate	typename	block	-1	223
block	ClosingGate	unselectedcount	0	-1	224
block	ClosingGate	varlatency	0	-1	226
block	ClosingGate	windowcenter	0	-1	232
block	ClosingGate	windowdecthreshold	0	-1	233
block	ClosingGate	windowdecunit	33	-1	234
block	ClosingGate	windowhitduration	0	-1	235
block	ClosingGate	windowincthreshold	0	-1	236
block	ClosingGate	windowincunit	33	-1	237
block	ClosingGate	windowmaxcenter	0	-1	238
block	ClosingGate	windowmincenter	0	-1	239
block	ClosingGate	windowonset	0	-1	241
block	ClosingGate	windowwidth	0	-1	242
block	EngClosing	correct	0	-1	20
block	EngClosing	correctcount	0	-1	21
block	EngClosing	correctstreak	0	-1	22
block	EngClosing	count	0	-1	23
block	EngClosing	currentblocknumber	0	-1	27
block	EngClosing	currenttrialnumber	0	-1	37
block	EngClosing	elapsedtime	123673452	-1	41
block	EngClosing	error	0	-1	50
block	EngClosing	errorcount	0	-1	51
block	EngClosing	errorstreak	0	-1	52
block	EngClosing	inwindow	0	-1	70
block	EngClosing	inwindowcount	0	-1	71
block	EngClosing	inwindowstreak	0	-1	72
block	EngClosing	latency	0	-1	92
block	EngClosing	maxlatency	0	-1	99
block	EngClosing	meanlatency	0	-1	104
block	EngClosing	medianlatency	0	-1	107
block	EngClosing	minlatency	0	-1	110
block	EngClosing	name	EngClosing	-1	116
block	EngClosing	next		-1	119
block	EngClosing	notinwindow	1	-1	123
block	EngClosing	notinwindowcount	0	-1	124
block	EngClosing	notinwindowstreak	0	-1	125
block	EngClosing	numcorrect	0	-1	126
block	EngClosing	numinwindow	0	-1	127
block	EngClosing	percentcorrect	0	-1	137
block	EngClosing	percentinwindow	0	-1	138
block	EngClosing	recorddata	1	-1	147
block	EngClosing	response		-1	154
block	EngClosing	responsex	-1	-1	156
block	EngClosing	responsey	-1	-1	157
block	EngClosing	screencapture	0	-1	160
block	EngClosing	screencolor	4278190080	-1	161
block	EngClosing	screencolorblue	0	-1	162
block	EngClosing	screencolorgreen	0	-1	163
block	EngClosing	screencolorred	0	-1	164
block	EngClosing	sdlatency	0	-1	165
block	EngClosing	selectedcount	0	-1	168
block	EngClosing	showmousecursor	0	-1	174
block	EngClosing	sumlatency	0	-1	188
block	EngClosing	timeout	1	-1	199
block	EngClosing	totalcorrectcount	0	-1	202
block	EngClosing	totalcount	0	-1	203
block	EngClosing	totalerrorcount	0	-1	204
block	EngClosing	totalinwindowcount	0	-1	205
block	EngClosing	totalmaxlatency	0	-1	206
block	EngClosing	totalmeanlatency	0	-1	207
block	EngClosing	totalmedianlatency	0	-1	208
block	EngClosing	totalminlatency	0	-1	209
block	EngClosing	totalnumcorrect	0	-1	211
block	EngClosing	totalnuminwindow	0	-1	212
block	EngClosing	totalpercentcorrect	0	-1	213
block	EngClosing	totalpercentinwindow	0	-1	214
block	EngClosing	totalsdlatency	0	-1	215
block	EngClosing	totalsumlatency	0	-1	216
block	EngClosing	totaltrialcount	0	-1	217
block	EngClosing	totalvarlatency	0	-1	218
block	EngClosing	trialcount	0	-1	220
block	EngClosing	trialscount	0	-1	222
block	EngClosing	typename	block	-1	223
block	EngClosing	unselectedcount	0	-1	224
block	EngClosing	varlatency	0	-1	226
block	EngClosing	windowcenter	0	-1	232
block	EngClosing	windowdecthreshold	0	-1	233
block	EngClosing	windowdecunit	33	-1	234
block	EngClosing	windowhitduration	0	-1	235
block	EngClosing	windowincthreshold	0	-1	236
block	EngClosing	windowincunit	33	-1	237
block	EngClosing	windowmaxcenter	0	-1	238
block	EngClosing	windowmincenter	0	-1	239
block	EngClosing	windowonset	0	-1	241
block	EngClosing	windowwidth	0	-1	242
block	FlankerLanguage	correct	0	-1	20
block	FlankerLanguage	correctcount	0	-1	21
block	FlankerLanguage	correctstreak	0	-1	22
block	FlankerLanguage	count	0	-1	23
block	FlankerLanguage	currentblocknumber	0	-1	27
block	FlankerLanguage	currenttrialnumber	0	-1	37
block	FlankerLanguage	elapsedtime	123673453	-1	41
block	FlankerLanguage	error	0	-1	50
block	FlankerLanguage	errorcount	0	-1	51
block	FlankerLanguage	errorstreak	0	-1	52
block	FlankerLanguage	inwindow	0	-1	70
block	FlankerLanguage	inwindowcount	0	-1	71
block	FlankerLanguage	inwindowstreak	0	-1	72
block	FlankerLanguage	latency	0	-1	92
block	FlankerLanguage	maxlatency	0	-1	99
block	FlankerLanguage	meanlatency	0	-1	104
block	FlankerLanguage	medianlatency	0	-1	107
block	FlankerLanguage	minlatency	0	-1	110
block	FlankerLanguage	name	FlankerLanguage	-1	116
block	FlankerLanguage	next	block.PracticeEng	-1	119
block	FlankerLanguage	notinwindow	1	-1	123
block	FlankerLanguage	notinwindowcount	0	-1	124
block	FlankerLanguage	notinwindowstreak	0	-1	125
block	FlankerLanguage	numcorrect	0	-1	126
block	FlankerLanguage	numinwindow	0	-1	127
block	FlankerLanguage	percentcorrect	0	-1	137
block	FlankerLanguage	percentinwindow	0	-1	138
block	FlankerLanguage	recorddata	0	-1	147
block	FlankerLanguage	response		-1	154
block	FlankerLanguage	responsex	-1	-1	156
block	FlankerLanguage	responsey	-1	-1	157
block	FlankerLanguage	screencapture	0	-1	160
block	FlankerLanguage	screencolor	4278190080	-1	161
block	FlankerLanguage	screencolorblue	0	-1	162
block	FlankerLanguage	screencolorgreen	0	-1	163
block	FlankerLanguage	screencolorred	0	-1	164
block	FlankerLanguage	sdlatency	0	-1	165
block	FlankerLanguage	selectedcount	0	-1	168
block	FlankerLanguage	showmousecursor	0	-1	174
block	FlankerLanguage	sumlatency	0	-1	188
block	FlankerLanguage	timeout	0	-1	199
block	FlankerLanguage	totalcorrectcount	0	-1	202
block	FlankerLanguage	totalcount	0	-1	203
block	FlankerLanguage	totalerrorcount	0	-1	204
block	FlankerLanguage	totalinwindowcount	0	-1	205
block	FlankerLanguage	totalmaxlatency	0	-1	206
block	FlankerLanguage	totalmeanlatency	0	-1	207
block	FlankerLanguage	totalmedianlatency	0	-1	208
block	FlankerLanguage	totalminlatency	0	-1	209
block	FlankerLanguage	totalnumcorrect	0	-1	211
block	FlankerLanguage	totalnuminwindow	0	-1	212
block	FlankerLanguage	totalpercentcorrect	0	-1	213
block	FlankerLanguage	totalpercentinwindow	0	-1	214
block	FlankerLanguage	totalsdlatency	0	-1	215
block	FlankerLanguage	totalsumlatency	0	-1	216
block	FlankerLanguage	totaltrialcount	0	-1	217
block	FlankerLanguage	totalvarlatency	0	-1	218
block	FlankerLanguage	trialcount	0	-1	220
block	FlankerLanguage	trialscount	0	-1	222
block	FlankerLanguage	typename	block	-1	223
block	FlankerLanguage	unselectedcount	0	-1	224
block	FlankerLanguage	varlatency	0	-1	226
block	FlankerLanguage	windowcenter	0	-1	232
block	FlankerLanguage	windowdecthreshold	0	-1	233
block	FlankerLanguage	windowdecunit	33	-1	234
block	FlankerLanguage	windowhitduration	0	-1	235
block	FlankerLanguage	windowincthreshold	0	-1	236
block	FlankerLanguage	windowincunit	33	-1	237
block	FlankerLanguage	windowmaxcenter	0	-1	238
block	FlankerLanguage	windowmincenter	0	-1	239
block	FlankerLanguage	windowonset	0	-1	241
block	FlankerLanguage	windowwidth	0	-1	242
block	FrClosing	correct	0	-1	20
block	FrClosing	correctcount	0	-1	21
block	FrClosing	correctstreak	0	-1	22
block	FrClosing	count	0	-1	23
block	FrClosing	currentblocknumber	0	-1	27
block	FrClosing	currenttrialnumber	0	-1	37
block	FrClosing	elapsedtime	123673453	-1	41
block	FrClosing	error	0	-1	50
block	FrClosing	errorcount	0	-1	51
block	FrClosing	errorstreak	0	-1	52
block	FrClosing	inwindow	0	-1	70
block	FrClosing	inwindowcount	0	-1	71
block	FrClosing	inwindowstreak	0	-1	72
block	FrClosing	latency	0	-1	92
block	FrClosing	maxlatency	0	-1	99
block	FrClosing	meanlatency	0	-1	104
block	FrClosing	medianlatency	0	-1	107
block	FrClosing	minlatency	0	-1	110
block	FrClosing	name	FrClosing	-1	116
block	FrClosing	next		-1	119
block	FrClosing	notinwindow	1	-1	123
block	FrClosing	notinwindowcount	0	-1	124
block	FrClosing	notinwindowstreak	0	-1	125
block	FrClosing	numcorrect	0	-1	126
block	FrClosing	numinwindow	0	-1	127
block	FrClosing	percentcorrect	0	-1	137
block	FrClosing	percentinwindow	0	-1	138
block	FrClosing	recorddata	1	-1	147
block	FrClosing	response		-1	154
block	FrClosing	responsex	-1	-1	156
block	FrClosing	responsey	-1	-1	157
block	FrClosing	screencapture	0	-1	160
block	FrClosing	screencolor	4278190080	-1	161
block	FrClosing	screencolorblue	0	-1	162
block	FrClosing	screencolorgreen	0	-1	163
block	FrClosing	screencolorred	0	-1	164
block	FrClosing	sdlatency	0	-1	165
block	FrClosing	selectedcount	0	-1	168
block	FrClosing	showmousecursor	0	-1	174
block	FrClosing	sumlatency	0	-1	188
block	FrClosing	timeout	1	-1	199
block	FrClosing	totalcorrectcount	0	-1	202
block	FrClosing	totalcount	0	-1	203
block	FrClosing	totalerrorcount	0	-1	204
block	FrClosing	totalinwindowcount	0	-1	205
block	FrClosing	totalmaxlatency	0	-1	206
block	FrClosing	totalmeanlatency	0	-1	207
block	FrClosing	totalmedianlatency	0	-1	208
block	FrClosing	totalminlatency	0	-1	209
block	FrClosing	totalnumcorrect	0	-1	211
block	FrClosing	totalnuminwindow	0	-1	212
block	FrClosing	totalpercentcorrect	0	-1	213
block	FrClosing	totalpercentinwindow	0	-1	214
block	FrClosing	totalsdlatency	0	-1	215
block	FrClosing	totalsumlatency	0	-1	216
block	FrClosing	totaltrialcount	0	-1	217
block	FrClosing	totalvarlatency	0	-1	218
block	FrClosing	trialcount	0	-1	220
block	FrClosing	trialscount	0	-1	222
block	FrClosing	typename	block	-1	223
block	FrClosing	unselectedcount	0	-1	224
block	FrClosing	varlatency	0	-1	226
block	FrClosing	windowcenter	0	-1	232
block	FrClosing	windowdecthreshold	0	-1	233
block	FrClosing	windowdecunit	33	-1	234
block	FrClosing	windowhitduration	0	-1	235
block	FrClosing	windowincthreshold	0	-1	236
block	FrClosing	windowincunit	33	-1	237
block	FrClosing	windowmaxcenter	0	-1	238
block	FrClosing	windowmincenter	0	-1	239
block	FrClosing	windowonset	0	-1	241
block	FrClosing	windowwidth	0	-1	242
block	HandEng	correct	0	-1	20
block	HandEng	correctcount	0	-1	21
block	HandEng	correctstreak	0	-1	22
block	HandEng	count	1	-1	23
block	HandEng	currentblocknumber	3	-1	27
block	HandEng	currenttrialnumber	1	-1	37
block	HandEng	elapsedtime	24678	-1	41
block	HandEng	error	1	-1	50
block	HandEng	errorcount	1	-1	51
block	HandEng	errorstreak	1	-1	52
block	HandEng	inwindow	0	-1	70
block	HandEng	inwindowcount	0	-1	71
block	HandEng	inwindowstreak	0	-1	72
block	HandEng	latency	7816	-1	92
block	HandEng	maxlatency	7816	-1	99
block	HandEng	meanlatency	7816	-1	104
block	HandEng	medianlatency	7816	-1	107
block	HandEng	minlatency	7816	-1	110
block	HandEng	name	HandEng	-1	116
block	HandEng	next	block.AudioCheckEng	-1	119
block	HandEng	notinwindow	1	-1	123
block	HandEng	notinwindowcount	1	-1	124
block	HandEng	notinwindowstreak	1	-1	125
block	HandEng	numcorrect	0	-1	126
block	HandEng	numinwindow	0	-1	127
block	HandEng	percentcorrect	0	-1	137
block	HandEng	percentinwindow	0	-1	138
block	HandEng	recorddata	1	-1	147
block	HandEng	response	Right	-1	154
block	HandEng	responsex	812	-1	156
block	HandEng	responsey	349	-1	157
block	HandEng	screencapture	0	-1	160
block	HandEng	screencolor	4278190080	-1	161
block	HandEng	screencolorblue	0	-1	162
block	HandEng	screencolorgreen	0	-1	163
block	HandEng	screencolorred	0	-1	164
block	HandEng	sdlatency	0	-1	165
block	HandEng	selectedcount	0	-1	168
block	HandEng	showmousecursor	0	-1	174
block	HandEng	sumlatency	7816	-1	188
block	HandEng	timeout	0	-1	199
block	HandEng	totalcorrectcount	0	-1	202
block	HandEng	totalcount	1	-1	203
block	HandEng	totalerrorcount	1	-1	204
block	HandEng	totalinwindowcount	0	-1	205
block	HandEng	totalmaxlatency	7816	-1	206
block	HandEng	totalmeanlatency	7816	-1	207
block	HandEng	totalmedianlatency	7816	-1	208
block	HandEng	totalminlatency	7816	-1	209
block	HandEng	totalnumcorrect	0	-1	211
block	HandEng	totalnuminwindow	0	-1	212
block	HandEng	totalpercentcorrect	0	-1	213
block	HandEng	totalpercentinwindow	0	-1	214
block	HandEng	totalsdlatency	0	-1	215
block	HandEng	totalsumlatency	7816	-1	216
block	HandEng	totaltrialcount	1	-1	217
block	HandEng	totalvarlatency	0	-1	218
block	HandEng	trialcount	1	-1	220
block	HandEng	trialscount	1	-1	222
block	HandEng	typename	block	-1	223
block	HandEng	unselectedcount	0	-1	224
block	HandEng	varlatency	0	-1	226
block	HandEng	windowcenter	0	-1	232
block	HandEng	windowdecthreshold	0	-1	233
block	HandEng	windowdecunit	33	-1	234
block	HandEng	windowhitduration	0	-1	235
block	HandEng	windowincthreshold	0	-1	236
block	HandEng	windowincunit	33	-1	237
block	HandEng	windowmaxcenter	0	-1	238
block	HandEng	windowmincenter	0	-1	239
block	HandEng	windowonset	0	-1	241
block	HandEng	windowwidth	0	-1	242
block	HandFr	correct	0	-1	20
block	HandFr	correctcount	0	-1	21
block	HandFr	correctstreak	0	-1	22
block	HandFr	count	0	-1	23
block	HandFr	currentblocknumber	0	-1	27
block	HandFr	currenttrialnumber	0	-1	37
block	HandFr	elapsedtime	123673454	-1	41
block	HandFr	error	0	-1	50
block	HandFr	errorcount	0	-1	51
block	HandFr	errorstreak	0	-1	52
block	HandFr	inwindow	0	-1	70
block	HandFr	inwindowcount	0	-1	71
block	HandFr	inwindowstreak	0	-1	72
block	HandFr	latency	0	-1	92
block	HandFr	maxlatency	0	-1	99
block	HandFr	meanlatency	0	-1	104
block	HandFr	medianlatency	0	-1	107
block	HandFr	minlatency	0	-1	110
block	HandFr	name	HandFr	-1	116
block	HandFr	next	block.AudioCheckFr	-1	119
block	HandFr	notinwindow	1	-1	123
block	HandFr	notinwindowcount	0	-1	124
block	HandFr	notinwindowstreak	0	-1	125
block	HandFr	numcorrect	0	-1	126
block	HandFr	numinwindow	0	-1	127
block	HandFr	percentcorrect	0	-1	137
block	HandFr	percentinwindow	0	-1	138
block	HandFr	recorddata	1	-1	147
block	HandFr	response		-1	154
block	HandFr	responsex	-1	-1	156
block	HandFr	responsey	-1	-1	157
block	HandFr	screencapture	0	-1	160
block	HandFr	screencolor	4278190080	-1	161
block	HandFr	screencolorblue	0	-1	162
block	HandFr	screencolorgreen	0	-1	163
block	HandFr	screencolorred	0	-1	164
block	HandFr	sdlatency	0	-1	165
block	HandFr	selectedcount	0	-1	168
block	HandFr	showmousecursor	0	-1	174
block	HandFr	sumlatency	0	-1	188
block	HandFr	timeout	0	-1	199
block	HandFr	totalcorrectcount	0	-1	202
block	HandFr	totalcount	0	-1	203
block	HandFr	totalerrorcount	0	-1	204
block	HandFr	totalinwindowcount	0	-1	205
block	HandFr	totalmaxlatency	0	-1	206
block	HandFr	totalmeanlatency	0	-1	207
block	HandFr	totalmedianlatency	0	-1	208
block	HandFr	totalminlatency	0	-1	209
block	HandFr	totalnumcorrect	0	-1	211
block	HandFr	totalnuminwindow	0	-1	212
block	HandFr	totalpercentcorrect	0	-1	213
block	HandFr	totalpercentinwindow	0	-1	214
block	HandFr	totalsdlatency	0	-1	215
block	HandFr	totalsumlatency	0	-1	216
block	HandFr	totaltrialcount	0	-1	217
block	HandFr	totalvarlatency	0	-1	218
block	HandFr	trialcount	0	-1	220
block	HandFr	trialscount	1	-1	222
block	HandFr	typename	block	-1	223
block	HandFr	unselectedcount	0	-1	224
block	HandFr	varlatency	0	-1	226
block	HandFr	windowcenter	0	-1	232
block	HandFr	windowdecthreshold	0	-1	233
block	HandFr	windowdecunit	33	-1	234
block	HandFr	windowhitduration	0	-1	235
block	HandFr	windowincthreshold	0	-1	236
block	HandFr	windowincunit	33	-1	237
block	HandFr	windowmaxcenter	0	-1	238
block	HandFr	windowmincenter	0	-1	239
block	HandFr	windowonset	0	-1	241
block	HandFr	windowwidth	0	-1	242
block	Language	correct	0	-1	20
block	Language	correctcount	0	-1	21
block	Language	correctstreak	0	-1	22
block	Language	count	1	-1	23
block	Language	currentblocknumber	1	-1	27
block	Language	currenttrialnumber	1	-1	37
block	Language	elapsedtime	38957	-1	41
block	Language	error	1	-1	50
block	Language	errorcount	1	-1	51
block	Language	errorstreak	1	-1	52
block	Language	inwindow	0	-1	70
block	Language	inwindowcount	0	-1	71
block	Language	inwindowstreak	0	-1	72
block	Language	latency	4805	-1	92
block	Language	maxlatency	4805	-1	99
block	Language	meanlatency	4805	-1	104
block	Language	medianlatency	4805	-1	107
block	Language	minlatency	4805	-1	110
block	Language	name	Language	-1	116
block	Language	next	block.Session	-1	119
block	Language	notinwindow	1	-1	123
block	Language	notinwindowcount	1	-1	124
block	Language	notinwindowstreak	1	-1	125
block	Language	numcorrect	0	-1	126
block	Language	numinwindow	0	-1	127
block	Language	percentcorrect	0	-1	137
block	Language	percentinwindow	0	-1	138
block	Language	recorddata	1	-1	147
block	Language	response	English	-1	154
block	Language	responsex	812	-1	156
block	Language	responsey	349	-1	157
block	Language	screencapture	0	-1	160
block	Language	screencolor	4278190080	-1	161
block	Language	screencolorblue	0	-1	162
block	Language	screencolorgreen	0	-1	163
block	Language	screencolorred	0	-1	164
block	Language	sdlatency	0	-1	165
block	Language	selectedcount	2	-1	168
block	Language	showmousecursor	0	-1	174
block	Language	sumlatency	4805	-1	188
block	Language	timeout	0	-1	199
block	Language	totalcorrectcount	0	-1	202
block	Language	totalcount	1	-1	203
block	Language	totalerrorcount	1	-1	204
block	Language	totalinwindowcount	0	-1	205
block	Language	totalmaxlatency	4805	-1	206
block	Language	totalmeanlatency	4805	-1	207
block	Language	totalmedianlatency	4805	-1	208
block	Language	totalminlatency	4805	-1	209
block	Language	totalnumcorrect	0	-1	211
block	Language	totalnuminwindow	0	-1	212
block	Language	totalpercentcorrect	0	-1	213
